연도,일시,측정소,PM2.5
4,01-19 00:00,공주,0.12436828017234802
4,01-19 01:00,공주,0.11719625443220139
4,01-19 02:00,공주,0.12646615505218506
4,01-19 03:00,공주,0.12996478378772736
4,01-19 04:00,공주,0.10877431929111481
4,01-19 05:00,공주,0.10572896897792816
4,01-19 06:00,공주,0.1261654496192932
4,01-19 07:00,공주,0.1369764506816864
4,01-19 08:00,공주,0.12856976687908173
4,01-19 09:00,공주,0.1402018666267395
4,01-19 10:00,공주,0.1352524310350418
4,01-19 11:00,공주,0.11992436647415161
4,01-19 12:00,공주,0.11358858644962311
4,01-19 13:00,공주,0.08954723924398422
4,01-19 14:00,공주,0.09852798283100128
4,01-19 15:00,공주,0.08110533654689789
4,01-19 16:00,공주,0.08814965933561325
4,01-19 17:00,공주,0.0958695188164711
4,01-19 18:00,공주,0.10335611552000046
4,01-19 19:00,공주,0.10355918109416962
4,01-19 20:00,공주,0.10761873424053192
4,01-19 21:00,공주,0.09903021901845932
4,01-19 22:00,공주,0.12756887078285217
4,01-19 23:00,공주,0.10724109411239624
4,01-20 00:00,공주,0.10011592507362366
4,01-20 01:00,공주,0.11423076689243317
4,01-20 02:00,공주,0.10762354731559753
4,01-20 03:00,공주,0.10861346870660782
4,01-20 04:00,공주,0.10470909625291824
4,01-20 05:00,공주,0.10810759663581848
4,01-20 06:00,공주,0.11272325366735458
4,01-20 07:00,공주,0.11896996945142746
4,01-20 08:00,공주,0.13905048370361328
4,01-20 09:00,공주,0.13204596936702728
4,01-20 10:00,공주,0.10633169859647751
4,01-20 11:00,공주,0.09906618297100067
4,01-20 12:00,공주,0.08194433152675629
4,01-20 13:00,공주,0.08299298584461212
4,01-20 14:00,공주,0.08431290090084076
4,01-20 15:00,공주,0.08669058978557587
4,01-20 16:00,공주,0.08959288895130157
4,01-20 17:00,공주,0.09326279908418655
4,01-20 18:00,공주,0.09356584399938583
4,01-20 19:00,공주,0.09549245238304138
4,01-20 20:00,공주,0.09822045266628265
4,01-20 21:00,공주,0.1017918661236763
4,01-20 22:00,공주,0.09443621337413788
4,01-20 23:00,공주,0.09647877514362335
4,01-23 00:00,공주,0.07421263307332993
4,01-23 01:00,공주,0.07619436085224152
4,01-23 02:00,공주,0.07618264108896255
4,01-23 03:00,공주,0.07147130370140076
4,01-23 04:00,공주,0.07076159864664078
4,01-23 05:00,공주,0.06531259417533875
4,01-23 06:00,공주,0.07363317906856537
4,01-23 07:00,공주,0.08447625488042831
4,01-23 08:00,공주,0.09747238457202911
4,01-23 09:00,공주,0.10121908038854599
4,01-23 10:00,공주,0.09014105796813965
4,01-23 11:00,공주,0.08396268635988235
4,01-23 12:00,공주,0.08664163947105408
4,01-23 13:00,공주,0.07061061263084412
4,01-23 14:00,공주,0.06904207915067673
4,01-23 15:00,공주,0.06911996006965637
4,01-23 16:00,공주,0.0710553452372551
4,01-23 17:00,공주,0.07469139248132706
4,01-23 18:00,공주,0.09121009707450867
4,01-23 19:00,공주,0.08446018397808075
4,01-23 20:00,공주,0.09294174611568451
4,01-23 21:00,공주,0.09794310480356216
4,01-23 22:00,공주,0.09438073635101318
4,01-23 23:00,공주,0.1029839813709259
4,01-24 00:00,공주,0.09666923433542252
4,01-24 01:00,공주,0.09517136961221695
4,01-24 02:00,공주,0.09551882743835449
4,01-24 03:00,공주,0.10593954473733902
4,01-24 04:00,공주,0.09438768029212952
4,01-24 05:00,공주,0.07898853719234467
4,01-24 06:00,공주,0.09159180521965027
4,01-24 07:00,공주,0.11646906286478043
4,01-24 08:00,공주,0.10320255905389786
4,01-24 09:00,공주,0.11874900013208389
4,01-24 10:00,공주,0.11456635594367981
4,01-24 11:00,공주,0.11466740071773529
4,01-24 12:00,공주,0.09823243319988251
4,01-24 13:00,공주,0.07454871386289597
4,01-24 14:00,공주,0.08460694551467896
4,01-24 15:00,공주,0.06508966535329819
4,01-24 16:00,공주,0.07887215912342072
4,01-24 17:00,공주,0.07832605391740799
4,01-24 18:00,공주,0.09117213636636734
4,01-24 19:00,공주,0.09466823935508728
4,01-24 20:00,공주,0.09613780677318573
4,01-24 21:00,공주,0.08455527573823929
4,01-24 22:00,공주,0.11117817461490631
4,01-24 23:00,공주,0.08888078480958939
4,01-25 00:00,공주,0.09137033671140671
4,01-25 01:00,공주,0.1018972247838974
4,01-25 02:00,공주,0.09620384871959686
4,01-25 03:00,공주,0.0947175845503807
4,01-25 04:00,공주,0.09555884450674057
4,01-25 05:00,공주,0.09161622077226639
4,01-25 06:00,공주,0.09975206851959229
4,01-25 07:00,공주,0.10722709447145462
4,01-25 08:00,공주,0.1281254142522812
4,01-25 09:00,공주,0.126148521900177
4,01-25 10:00,공주,0.10026080906391144
4,01-25 11:00,공주,0.09422361105680466
4,01-25 12:00,공주,0.08175883442163467
4,01-25 13:00,공주,0.07093261927366257
4,01-25 14:00,공주,0.07963480055332184
4,01-25 15:00,공주,0.08037108182907104
4,01-25 16:00,공주,0.08453007787466049
4,01-25 17:00,공주,0.08967098593711853
4,01-25 18:00,공주,0.09020965546369553
4,01-25 19:00,공주,0.08913414925336838
4,01-25 20:00,공주,0.09302397817373276
4,01-25 21:00,공주,0.09364084899425507
4,01-25 22:00,공주,0.08878177404403687
4,01-25 23:00,공주,0.08999940752983093
4,01-28 00:00,공주,0.07171808928251266
4,01-28 01:00,공주,0.0818147361278534
4,01-28 02:00,공주,0.08732511103153229
4,01-28 03:00,공주,0.08319538831710815
4,01-28 04:00,공주,0.08228859305381775
4,01-28 05:00,공주,0.0789170116186142
4,01-28 06:00,공주,0.08454051613807678
4,01-28 07:00,공주,0.09651654213666916
4,01-28 08:00,공주,0.10503728687763214
4,01-28 09:00,공주,0.11106295138597488
4,01-28 10:00,공주,0.09648704528808594
4,01-28 11:00,공주,0.09112149477005005
4,01-28 12:00,공주,0.09293612092733383
4,01-28 13:00,공주,0.08050305396318436
4,01-28 14:00,공주,0.07853729277849197
4,01-28 15:00,공주,0.0795554667711258
4,01-28 16:00,공주,0.08375725895166397
4,01-28 17:00,공주,0.09108973294496536
4,01-28 18:00,공주,0.10376965999603271
4,01-28 19:00,공주,0.10211564600467682
4,01-28 20:00,공주,0.10245703160762787
4,01-28 21:00,공주,0.11040681600570679
4,01-28 22:00,공주,0.10274392366409302
4,01-28 23:00,공주,0.10836686193943024
4,01-29 00:00,공주,0.10769961774349213
4,01-29 01:00,공주,0.10704565793275833
4,01-29 02:00,공주,0.11020316183567047
4,01-29 03:00,공주,0.11934143304824829
4,01-29 04:00,공주,0.10238894075155258
4,01-29 05:00,공주,0.10220339894294739
4,01-29 06:00,공주,0.11659392714500427
4,01-29 07:00,공주,0.12052787095308304
4,01-29 08:00,공주,0.10989084094762802
4,01-29 09:00,공주,0.12007126212120056
4,01-29 10:00,공주,0.13112691044807434
4,01-29 11:00,공주,0.11642713844776154
4,01-29 12:00,공주,0.11018691211938858
4,01-29 13:00,공주,0.08141323924064636
4,01-29 14:00,공주,0.08742992579936981
4,01-29 15:00,공주,0.07362013310194016
4,01-29 16:00,공주,0.07608113437891006
4,01-29 17:00,공주,0.09704231470823288
4,01-29 18:00,공주,0.09483493864536285
4,01-29 19:00,공주,0.09787467122077942
4,01-29 20:00,공주,0.10355104506015778
4,01-29 21:00,공주,0.0920708104968071
4,01-29 22:00,공주,0.12067623436450958
4,01-29 23:00,공주,0.09752338379621506
4,01-30 00:00,공주,0.09430397301912308
4,01-30 01:00,공주,0.10196498781442642
4,01-30 02:00,공주,0.10218140482902527
4,01-30 03:00,공주,0.09817901998758316
4,01-30 04:00,공주,0.0993276834487915
4,01-30 05:00,공주,0.09417165070772171
4,01-30 06:00,공주,0.09893837571144104
4,01-30 07:00,공주,0.10710684955120087
4,01-30 08:00,공주,0.1243836060166359
4,01-30 09:00,공주,0.11601127684116364
4,01-30 10:00,공주,0.0977877601981163
4,01-30 11:00,공주,0.08919844776391983
4,01-30 12:00,공주,0.07622961699962616
4,01-30 13:00,공주,0.07334264367818832
4,01-30 14:00,공주,0.0776335597038269
4,01-30 15:00,공주,0.08119849860668182
4,01-30 16:00,공주,0.08353469520807266
4,01-30 17:00,공주,0.08672626316547394
4,01-30 18:00,공주,0.09156907349824905
4,01-30 19:00,공주,0.09040575474500656
4,01-30 20:00,공주,0.09273891896009445
4,01-30 21:00,공주,0.09792739897966385
4,01-30 22:00,공주,0.0887768566608429
4,01-30 23:00,공주,0.08980070799589157
4,02-02 00:00,공주,0.37625083327293396
4,02-02 01:00,공주,0.36506542563438416
4,02-02 02:00,공주,0.35959169268608093
4,02-02 03:00,공주,0.35211944580078125
4,02-02 04:00,공주,0.34336552023887634
4,02-02 05:00,공주,0.33514007925987244
4,02-02 06:00,공주,0.3274989426136017
4,02-02 07:00,공주,0.3563719689846039
4,02-02 08:00,공주,0.3786621689796448
4,02-02 09:00,공주,0.32991549372673035
4,02-02 10:00,공주,0.3325076103210449
4,02-02 11:00,공주,0.3016938269138336
4,02-02 12:00,공주,0.349674254655838
4,02-02 13:00,공주,0.2765956521034241
4,02-02 14:00,공주,0.20213723182678223
4,02-02 15:00,공주,0.22225262224674225
4,02-02 16:00,공주,0.2539535462856293
4,02-02 17:00,공주,0.2392968237400055
4,02-02 18:00,공주,0.2631577253341675
4,02-02 19:00,공주,0.2507985234260559
4,02-02 20:00,공주,0.23989683389663696
4,02-02 21:00,공주,0.3214969336986542
4,02-02 22:00,공주,0.2509635090827942
4,02-02 23:00,공주,0.2722175419330597
4,02-03 00:00,공주,0.25850149989128113
4,02-03 01:00,공주,0.24844513833522797
4,02-03 02:00,공주,0.23259279131889343
4,02-03 03:00,공주,0.28001952171325684
4,02-03 04:00,공주,0.19164825975894928
4,02-03 05:00,공주,0.25680699944496155
4,02-03 06:00,공주,0.29032430052757263
4,02-03 07:00,공주,0.22344927489757538
4,02-03 08:00,공주,0.19628170132637024
4,02-03 09:00,공주,0.24863436818122864
4,02-03 10:00,공주,0.24526150524616241
4,02-03 11:00,공주,0.1520463079214096
4,02-03 12:00,공주,0.2370450645685196
4,02-03 13:00,공주,0.17820143699645996
4,02-03 14:00,공주,0.1611037254333496
4,02-03 15:00,공주,0.0799136534333229
4,02-03 16:00,공주,0.14024324715137482
4,02-03 17:00,공주,0.18841767311096191
4,02-03 18:00,공주,0.15902885794639587
4,02-03 19:00,공주,0.12678858637809753
4,02-03 20:00,공주,0.1436251401901245
4,02-03 21:00,공주,0.138869971036911
4,02-03 22:00,공주,0.1529403179883957
4,02-03 23:00,공주,0.13077287375926971
4,02-04 00:00,공주,0.1490306854248047
4,02-04 01:00,공주,0.13766467571258545
4,02-04 02:00,공주,0.162336066365242
4,02-04 03:00,공주,0.12243792414665222
4,02-04 04:00,공주,0.1350579559803009
4,02-04 05:00,공주,0.11417870968580246
4,02-04 06:00,공주,0.14385977387428284
4,02-04 07:00,공주,0.14258083701133728
4,02-04 08:00,공주,0.1585257202386856
4,02-04 09:00,공주,0.12238683551549911
4,02-04 10:00,공주,0.11261583864688873
4,02-04 11:00,공주,0.10358633100986481
4,02-04 12:00,공주,0.09863409399986267
4,02-04 13:00,공주,0.09667077660560608
4,02-04 14:00,공주,0.10652327537536621
4,02-04 15:00,공주,0.10611698031425476
4,02-04 16:00,공주,0.11137674748897552
4,02-04 17:00,공주,0.12347482889890671
4,02-04 18:00,공주,0.10217905789613724
4,02-04 19:00,공주,0.11202617734670639
4,02-04 20:00,공주,0.1224379912018776
4,02-04 21:00,공주,0.14388447999954224
4,02-04 22:00,공주,0.10242396593093872
4,02-04 23:00,공주,0.11967791616916656
4,02-07 00:00,공주,0.13902170956134796
4,02-07 01:00,공주,0.14379443228244781
4,02-07 02:00,공주,0.1498337984085083
4,02-07 03:00,공주,0.13659289479255676
4,02-07 04:00,공주,0.13575033843517303
4,02-07 05:00,공주,0.13123255968093872
4,02-07 06:00,공주,0.1374325156211853
4,02-07 07:00,공주,0.16234561800956726
4,02-07 08:00,공주,0.16300234198570251
4,02-07 09:00,공주,0.1838715672492981
4,02-07 10:00,공주,0.17530104517936707
4,02-07 11:00,공주,0.1404760777950287
4,02-07 12:00,공주,0.15198534727096558
4,02-07 13:00,공주,0.12119437009096146
4,02-07 14:00,공주,0.11655199527740479
4,02-07 15:00,공주,0.1153574287891388
4,02-07 16:00,공주,0.12440001964569092
4,02-07 17:00,공주,0.1200602799654007
4,02-07 18:00,공주,0.13911625742912292
4,02-07 19:00,공주,0.12819115817546844
4,02-07 20:00,공주,0.13159936666488647
4,02-07 21:00,공주,0.151925191283226
4,02-07 22:00,공주,0.1415727585554123
4,02-07 23:00,공주,0.15502768754959106
4,02-08 00:00,공주,0.15551075339317322
4,02-08 01:00,공주,0.13604961335659027
4,02-08 02:00,공주,0.1577225625514984
4,02-08 03:00,공주,0.1583791971206665
4,02-08 04:00,공주,0.13297082483768463
4,02-08 05:00,공주,0.15103676915168762
4,02-08 06:00,공주,0.16247718036174774
4,02-08 07:00,공주,0.1797378957271576
4,02-08 08:00,공주,0.1602811962366104
4,02-08 09:00,공주,0.1770925521850586
4,02-08 10:00,공주,0.163946270942688
4,02-08 11:00,공주,0.12920740246772766
4,02-08 12:00,공주,0.13842643797397614
4,02-08 13:00,공주,0.1192609965801239
4,02-08 14:00,공주,0.11814619600772858
4,02-08 15:00,공주,0.09889044612646103
4,02-08 16:00,공주,0.10224263370037079
4,02-08 17:00,공주,0.10581235587596893
4,02-08 18:00,공주,0.11617853492498398
4,02-08 19:00,공주,0.11453169584274292
4,02-08 20:00,공주,0.1193578690290451
4,02-08 21:00,공주,0.11080145835876465
4,02-08 22:00,공주,0.14754009246826172
4,02-08 23:00,공주,0.12271431088447571
4,02-09 00:00,공주,0.1135801300406456
4,02-09 01:00,공주,0.1317342072725296
4,02-09 02:00,공주,0.1286768913269043
4,02-09 03:00,공주,0.12325141578912735
4,02-09 04:00,공주,0.12182386964559555
4,02-09 05:00,공주,0.13617946207523346
4,02-09 06:00,공주,0.13171885907649994
4,02-09 07:00,공주,0.14113749563694
4,02-09 08:00,공주,0.15553700923919678
4,02-09 09:00,공주,0.151025652885437
4,02-09 10:00,공주,0.10995983332395554
4,02-09 11:00,공주,0.11609765887260437
4,02-09 12:00,공주,0.09334327280521393
4,02-09 13:00,공주,0.1003330796957016
4,02-09 14:00,공주,0.1023273915052414
4,02-09 15:00,공주,0.09991106390953064
4,02-09 16:00,공주,0.10337518900632858
4,02-09 17:00,공주,0.10517910122871399
4,02-09 18:00,공주,0.10346953570842743
4,02-09 19:00,공주,0.10472982376813889
4,02-09 20:00,공주,0.1099933534860611
4,02-09 21:00,공주,0.12129449099302292
4,02-09 22:00,공주,0.10649921000003815
4,02-09 23:00,공주,0.10789757966995239
4,02-12 00:00,공주,0.0458977110683918
4,02-12 01:00,공주,0.043777868151664734
4,02-12 02:00,공주,0.0468691810965538
4,02-12 03:00,공주,0.04455417022109032
4,02-12 04:00,공주,0.04255969822406769
4,02-12 05:00,공주,0.046162690967321396
4,02-12 06:00,공주,0.050391167402267456
4,02-12 07:00,공주,0.055477604269981384
4,02-12 08:00,공주,0.05475708842277527
4,02-12 09:00,공주,0.06441342830657959
4,02-12 10:00,공주,0.04661679267883301
4,02-12 11:00,공주,0.04732769355177879
4,02-12 12:00,공주,0.04698500782251358
4,02-12 13:00,공주,0.04266608506441116
4,02-12 14:00,공주,0.041134729981422424
4,02-12 15:00,공주,0.04807113856077194
4,02-12 16:00,공주,0.046386003494262695
4,02-12 17:00,공주,0.05948933959007263
4,02-12 18:00,공주,0.06365729868412018
4,02-12 19:00,공주,0.06481538712978363
4,02-12 20:00,공주,0.059854429215192795
4,02-12 21:00,공주,0.06977221369743347
4,02-12 22:00,공주,0.062121640890836716
4,02-12 23:00,공주,0.059003815054893494
4,02-13 00:00,공주,0.06053078919649124
4,02-13 01:00,공주,0.06381440907716751
4,02-13 02:00,공주,0.07265856117010117
4,02-13 03:00,공주,0.06933243572711945
4,02-13 04:00,공주,0.07192426174879074
4,02-13 05:00,공주,0.06725634634494781
4,02-13 06:00,공주,0.07581569254398346
4,02-13 07:00,공주,0.07722459733486176
4,02-13 08:00,공주,0.08444701135158539
4,02-13 09:00,공주,0.08331088721752167
4,02-13 10:00,공주,0.1008780375123024
4,02-13 11:00,공주,0.07205557823181152
4,02-13 12:00,공주,0.07611094415187836
4,02-13 13:00,공주,0.06715565174818039
4,02-13 14:00,공주,0.07360634207725525
4,02-13 15:00,공주,0.05651134252548218
4,02-13 16:00,공주,0.05284173786640167
4,02-13 17:00,공주,0.06772828102111816
4,02-13 18:00,공주,0.07266350090503693
4,02-13 19:00,공주,0.0693824291229248
4,02-13 20:00,공주,0.08087259531021118
4,02-13 21:00,공주,0.0878622755408287
4,02-13 22:00,공주,0.1281738132238388
4,02-13 23:00,공주,0.08923537284135818
4,02-14 00:00,공주,0.09294460713863373
4,02-14 01:00,공주,0.09562838822603226
4,02-14 02:00,공주,0.0900159701704979
4,02-14 03:00,공주,0.08243709057569504
4,02-14 04:00,공주,0.09278535097837448
4,02-14 05:00,공주,0.11558116972446442
4,02-14 06:00,공주,0.0856732726097107
4,02-14 07:00,공주,0.090830959379673
4,02-14 08:00,공주,0.11326716095209122
4,02-14 09:00,공주,0.11737814545631409
4,02-14 10:00,공주,0.10104844719171524
